title,genres,vote_average,popularity
Mad Max 2: The Road Warrior,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",7.3,11.189831
Mad Max Beyond Thunderdome,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}]",5.9,12.689648
Bird on a Wire,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",5.9,8.300805
Angel Heart,"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",7.0,7.290872
Nine 1/2 Weeks,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",5.8,6.706262
Firestarter,"[{'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",5.9,7.048087
Sleepwalkers,"[{'id': 14, 'name': 'Fantasy'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",4.8,5.695003
Action Jackson,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",4.9,14.054862
Sarafina!,"[{'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}, {'id': 10769, 'name': 'Foreign'}, {'id': 10402, 'name': 'Music'}]",5.6,1.166646
Soapdish,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",6.0,9.904821
The Long Walk Home,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",6.4,4.636786
Clara's Heart,"[{'id': 18, 'name': 'Drama'}]",4.4,4.922454
Burglar,"[{'id': 80, 'name': 'Crime'}, {'id': 35, 'name': 'Comedy'}]",5.0,1.417505
Fatal Beauty,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}]",5.3,1.473833
Gone in Sixty Seconds,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",6.1,14.091765
American Pimp,"[{'id': 99, 'name': 'Documentary'}]",6.4,1.152591
Love's Labour's Lost,"[{'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}]",5.4,5.867426
Sunshine,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",6.1,2.555556
Trixie,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",4.0,1.626713
American Virgin,"[{'id': 35, 'name': 'Comedy'}]",5.2,0.109065
Hamlet,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",6.7,12.50303
Coming Home,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 10752, 'name': 'War'}]",6.9,3.176733
American Pop,"[{'id': 16, 'name': 'Animation'}, {'id': 10402, 'name': 'Music'}]",7.2,2.340967
Assault on Precinct 13,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}]",7.1,11.881808
Near Dark,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",6.8,7.906537
One False Move,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",6.7,3.14325
Shaft,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",6.5,3.73688
The Conversation,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]",7.5,13.245638
Cutter's Way,"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",6.3,2.696125
The Fury,"[{'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",6.2,11.844029
The Paper Chase,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",6.7,2.351669
Prince of the City,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",7.3,3.598627
Serpico,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",7.5,12.842165
Ace in the Hole,"[{'id': 18, 'name': 'Drama'}]",7.9,11.046411
Lonely Are the Brave,"[{'id': 18, 'name': 'Drama'}, {'id': 37, 'name': 'Western'}]",7.5,2.277618
The Sugarland Express,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",6.4,4.506948
Trouble in Paradise,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",7.3,3.351442
Big Trouble in Little China,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}]",7.1,11.109932
Badlands,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",7.5,16.641976
Battleship Potemkin,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",7.6,12.912845
Boys and Girls,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",5.4,10.070988
Shaft,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",5.5,7.420019
Titan A.E.,"[{'id': 16, 'name': 'Animation'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 10751, 'name': 'Family'}, {'id': 12, 'name': 'Adventure'}]",6.3,7.515631
Butterfly,"[{'id': 18, 'name': 'Drama'}]",7.2,2.753674
Jesus' Son,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",6.7,5.954815
The Match,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",5.8,1.225636
Time Regained,"[{'id': 18, 'name': 'Drama'}, {'id': 10769, 'name': 'Foreign'}]",7.3,1.548837
Boricua's Bond,[],2.0,0.035352
Chicken Run,"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",6.5,11.834245
"Me, Myself & Irene","[{'id': 35, 'name': 'Comedy'}]",6.1,9.95456
The Patriot,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10752, 'name': 'War'}, {'id': 28, 'name': 'Action'}]",6.8,15.960788
The Adventures of Rocky & Bullwinkle,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",3.9,11.880936
The Perfect Storm,"[{'id': 18, 'name': 'Drama'}]",6.2,18.911961
The Golden Bowl,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",6.5,1.637394
Asylum,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}]",5.9,5.378622
Communion,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",5.0,2.628306
Fun & Fancy Free,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 10402, 'name': 'Music'}]",6.2,4.590576
The Kentucky Fried Movie,"[{'id': 35, 'name': 'Comedy'}]",6.4,9.133988
Bound by Honor,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",7.7,6.398031
Daughter of Dr. Jekyll,"[{'id': 14, 'name': 'Fantasy'}, {'id': 27, 'name': 'Horror'}]",5.5,0.144075
F/X,"[{'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}]",6.4,6.620556
F/X2,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}]",5.8,3.186817
The Hot Spot,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 10749, 'name': 'Romance'}]",6.4,3.985689
Missing in Action,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}, {'id': 10752, 'name': 'War'}]",5.2,6.241185
Missing in Action 2: The Beginning,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 10752, 'name': 'War'}]",5.0,9.110348
Braddock: Missing in Action III,"[{'id': 28, 'name': 'Action'}, {'id': 10752, 'name': 'War'}]",4.8,7.362552
Thunderbolt and Lightfoot,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",6.6,8.283863
Dreamscape,"[{'id': 12, 'name': 'Adventure'}, {'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",6.0,3.559119
The Golden Voyage of Sinbad,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}]",6.4,5.887367
Hatchet for the Honeymoon,"[{'id': 27, 'name': 'Horror'}, {'id': 10769, 'name': 'Foreign'}]",7.0,1.491578
House Party,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",6.1,2.291511
House Party 2,"[{'id': 35, 'name': 'Comedy'}]",4.7,7.252003
Make Mine Music,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 10402, 'name': 'Music'}]",5.2,5.788405
Melody Time,"[{'id': 10402, 'name': 'Music'}, {'id': 10751, 'name': 'Family'}, {'id': 16, 'name': 'Animation'}]",6.3,6.771815
Nekromantik,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}]",5.4,3.220487
On Our Merry Way,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}]",6.0,0.608104
Project Moon Base,"[{'id': 878, 'name': 'Science Fiction'}]",2.5,0.484406
Rocketship X-M,"[{'id': 878, 'name': 'Science Fiction'}]",5.1,1.113762
Shaft in Africa,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}]",5.4,1.424722
Shaft's Big Score!,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}]",6.1,0.760855
Croupier,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",6.7,3.986838
The Kid,"[{'id': 14, 'name': 'Fantasy'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",6.0,15.045725
Scary Movie,"[{'id': 35, 'name': 'Comedy'}]",6.0,12.446738
But I'm a Cheerleader,"[{'id': 35, 'name': 'Comedy'}]",6.5,4.928139
Shower,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10769, 'name': 'Foreign'}]",6.8,4.359334
Blow-Up,"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",7.3,10.59036
The Pawnbroker,"[{'id': 18, 'name': 'Drama'}]",7.3,2.58471
Groove,"[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}]",5.6,0.607562
Footloose,"[{'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}]",6.4,10.403992
Duel in the Sun,"[{'id': 37, 'name': 'Western'}]",6.2,8.441279
X-Men,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",6.8,0.954467
Chuck & Buck,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",5.7,1.520011
The Five Senses,"[{'id': 18, 'name': 'Drama'}]",6.6,0.625332
The Wisdom of Crocodiles,"[{'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}, {'id': 27, 'name': 'Horror'}]",5.8,4.998306
The In Crowd,"[{'id': 53, 'name': 'Thriller'}]",4.7,1.991904
What Lies Beneath,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",6.3,9.500497
Pokémon: The Movie 2000,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 16, 'name': 'Animation'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 10751, 'name': 'Family'}]",6.4,7.554848
Criminal Lovers,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}, {'id': 10749, 'name': 'Romance'}]",6.6,2.569774
Anatomy of a Murder,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",7.7,9.473772
Freejack,"[{'id': 878, 'name': 'Science Fiction'}]",5.0,10.272925
Greaser's Palace,"[{'id': 37, 'name': 'Western'}, {'id': 35, 'name': 'Comedy'}]",5.6,0.995824
H.O.T.S.,"[{'id': 35, 'name': 'Comedy'}]",5.1,0.585177
Knightriders,"[{'id': 18, 'name': 'Drama'}]",6.5,1.088614
Mackenna's Gold,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 37, 'name': 'Western'}]",6.4,4.137836
Sinbad and the Eye of the Tiger,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}]",6.3,3.502655
Two Women,"[{'id': 18, 'name': 'Drama'}]",7.6,4.371898
What About Bob?,"[{'id': 35, 'name': 'Comedy'}]",6.7,11.787942
White Sands,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",5.5,3.181492
Breaker Morant,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10752, 'name': 'War'}]",7.2,6.313297
Everything You Always Wanted to Know About Sex *But Were Afraid to Ask,"[{'id': 35, 'name': 'Comedy'}]",6.6,5.378481
Interiors,"[{'id': 18, 'name': 'Drama'}]",6.7,4.515797
Love and Death,"[{'id': 36, 'name': 'History'}, {'id': 35, 'name': 'Comedy'}]",7.5,5.165666
The Official Story,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",7.3,1.956906
The Other Side of Sunday,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10769, 'name': 'Foreign'}]",5.0,0.275472
Pot o' Gold,"[{'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}]",7.3,0.941322
Tampopo,"[{'id': 35, 'name': 'Comedy'}]",7.9,4.459095
Thomas and the Magic Railroad,"[{'id': 16, 'name': 'Animation'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}, {'id': 878, 'name': 'Science Fiction'}]",4.8,1.046659
Nutty Professor II: The Klumps,"[{'id': 14, 'name': 'Fantasy'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}, {'id': 878, 'name': 'Science Fiction'}]",4.7,6.671316
The Girl on the Bridge,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",7.1,1.917227
Wonderland,"[{'id': 18, 'name': 'Drama'}]",6.9,1.433822
Autumn in New York,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",5.7,7.420422
Coyote Ugly,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}]",5.8,15.650836
Hollow Man,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",5.6,7.912103
Space Cowboys,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}]",6.3,7.45761
Better Living,"[{'id': 35, 'name': 'Comedy'}]",1.0,1.283178
Mad About Mambo,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}, {'id': 10769, 'name': 'Foreign'}]",4.6,4.51621
Psycho Beach Party,"[{'id': 35, 'name': 'Comedy'}]",6.0,3.898441
Saving Grace,"[{'id': 80, 'name': 'Crime'}, {'id': 35, 'name': 'Comedy'}]",6.3,5.13955
Black Sabbath,"[{'id': 27, 'name': 'Horror'}]",6.9,4.363259
The Brain That Wouldn't Die,"[{'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]",4.4,2.131425
Bronco Billy,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 37, 'name': 'Western'}]",5.2,3.900543
The Crush,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",5.5,8.976337
Kelly's Heroes,"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 10752, 'name': 'War'}]",7.2,8.418662
Phantasm II,"[{'id': 28, 'name': 'Action'}, {'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",6.3,8.733192
Phantasm III: Lord of the Dead,"[{'id': 27, 'name': 'Horror'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",5.6,4.401721
Phantasm IV: Oblivion,"[{'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]",4.9,7.590628
Pumpkinhead,"[{'id': 14, 'name': 'Fantasy'}, {'id': 27, 'name': 'Horror'}]",5.9,11.841506
Air America,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",5.3,10.274376
Sleepaway Camp,"[{'id': 27, 'name': 'Horror'}]",6.1,6.224311
Steel Magnolias,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",7.1,7.14561
...And God Created Woman,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",6.2,3.28239
Easy Money,"[{'id': 35, 'name': 'Comedy'}]",6.6,7.963156
Ilsa: She Wolf of the SS,"[{'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}, {'id': 10752, 'name': 'War'}]",5.1,4.40553
Silent Fall,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}]",5.2,3.034244
The Spiral Staircase,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",6.6,7.719019
What Ever Happened to Aunt Alice?,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",5.2,0.875307
Margaret Cho: I'm the One That I Want,"[{'id': 35, 'name': 'Comedy'}]",8.7,0.109302
The Tao of Steve,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",5.9,2.272983
The Tic Code,[],1.0,0.938948
Aimee & Jaguar,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10749, 'name': 'Romance'}]",6.3,0.841272
An Affair of Love,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",6.5,1.782247
The Autumn Heart,"[{'id': 18, 'name': 'Drama'}]",0.0,0.413413
Bless the Child,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",4.9,4.750291
Cecil B. Demented,"[{'id': 53, 'name': 'Thriller'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",6.2,7.000983
The Eyes of Tammy Faye,"[{'id': 99, 'name': 'Documentary'}, {'id': 18, 'name': 'Drama'}]",7.0,0.054431
The Opportunists,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",5.5,0.168378
The Replacements,"[{'id': 35, 'name': 'Comedy'}]",6.2,13.450661
About Adam,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",5.4,2.100499
The Cell,"[{'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",6.0,13.234894
Godzilla 2000,"[{'id': 12, 'name': 'Adventure'}, {'id': 27, 'name': 'Horror'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",5.9,2.80298
The Original Kings of Comedy,"[{'id': 35, 'name': 'Comedy'}]",6.5,0.621406
Sunset Strip,[],6.0,1.172956
All the Rage,"[{'id': 35, 'name': 'Comedy'}]",5.3,2.00173
The Naked Gun: From the Files of Police Squad!,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",7.1,15.698222
The Naked Gun 2½: The Smell of Fear,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",6.6,9.794569
Our Town,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",4.6,1.268804
Shane,"[{'id': 18, 'name': 'Drama'}, {'id': 37, 'name': 'Western'}]",7.3,6.63816
"Suddenly, Last Summer","[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]",7.0,7.007423
Cat Ballou,"[{'id': 35, 'name': 'Comedy'}, {'id': 37, 'name': 'Western'}]",6.5,5.45812
A Couch in New York,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}]",5.6,0.479296
The Devil Rides Out,"[{'id': 27, 'name': 'Horror'}]",6.7,3.974766
Jerry and Tom,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",6.7,1.071015
Supergirl,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",4.7,11.932675
X: The Unknown,"[{'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 9648, 'name': 'Mystery'}]",5.8,7.530903
The Art of War,"[{'id': 80, 'name': 'Crime'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}]",5.6,9.800232
The Ballad of Ramblin' Jack,"[{'id': 10402, 'name': 'Music'}, {'id': 99, 'name': 'Documentary'}]",0.0,0.00259
Phish: Bittersweet Motel,"[{'id': 99, 'name': 'Documentary'}, {'id': 10402, 'name': 'Music'}]",6.0,0.158157
Bring It On,"[{'id': 35, 'name': 'Comedy'}]",5.8,6.402888
Catfish in Black Bean Sauce,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",0.0,0.003552
The Crew,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]",6.4,2.086952
Love & Sex,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",5.7,9.684941
Steal This Movie,"[{'id': 18, 'name': 'Drama'}]",6.2,1.391996
Went to Coney Island on a Mission from God... Be Back by Five,"[{'id': 18, 'name': 'Drama'}]",0.0,0.001652
Skipped Parts,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",6.5,1.975975
Highlander: Endgame,"[{'id': 28, 'name': 'Action'}, {'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}]",4.4,11.430964
Backstage,[],7.5,0.363422
Turn It Up,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",5.0,1.316179
Anatomy,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",6.1,5.566781
Nurse Betty,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",5.9,6.335925
Alone,"[{'id': 18, 'name': 'Drama'}, {'id': 10769, 'name': 'Foreign'}]",6.7,0.454971
The Watcher,"[{'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",5.0,6.173059
The Way of the Gun,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",6.4,6.03633
Almost Famous,"[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}]",7.4,9.086699
Bait,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",6.1,3.155291
Circus,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",4.3,0.652784
Crime + Punishment in Suburbia,"[{'id': 18, 'name': 'Drama'}]",6.1,5.062928
Duets,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}]",5.5,3.587042
Goya in Bordeaux,"[{'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]",5.5,1.300405
Urbania,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",5.2,0.445233
